,Flashing Fist Art+1,30,--,--,500,1,--,5,--
,Flashing Fist Art+2,50,3,--,1000,2,--,5,--
,Flashing Fist Art+3,70,5,--,1500,3,--,5,--
,Flashing Fist Art+4,--,7,2,2000,4,--,5,--
,Flashing Fist Art+5,--,35,3,2500,5,--,10,--
Divine Fist Art,,,,,,,,,
,Divine Fist Art+1,--,--,3,3000,1,--,5,--
,Divine Fist Art+2,--,--,5,4000,2,--,5,--
,Divine Fist Art+3,--,--,7,5000,3,--,5,5
,Divine Fist Art+4,--,--,15,6000,4,--,5,5
,Divine Fist Art+5,--,--,20,7000,5,--,10,10
Fólkvangr,,,,,,,,,
,Fólkvangr+1,--,5,--,300,2,--,--,--
,Fólkvangr+2,--,3,1,500,3,--,5,--
,Fólkvangr+3,--,7,2,800,4,-1,5,--
,Fólkvangr+4,--,6,5,1000,5,-1,10,5
,Fólkvangr+5,--,--,8,1700,6,-2,10,10
Fensalir,,,,,,,,,
,Fensalir+1,--,5,--,300,1,--,--,--
,Fensalir+2,--,3,1,500,2,--,--,--
,Fensalir+3,--,7,2,800,3,-2,5,--
,Fensalir+4,--,6,5,1000,4,-3,10,--
,Fensalir+5,--,--,8,1700,5,-4,15,--
Nóatún,,,,,,,,,
,Nóatún+1,--,5,--,300,1,--,--,--
,Nóatún+2,--,3,1,500,2,--,--,--
,Nóatún+3,--,7,2,800,3,-1,--,--
,Nóatún+4,--,6,5,1000,5,-2,5,--
,Nóatún+5,--,--,8,1700,7,-2,10,--
